studyName	Sample Number	Species	Region	Island	Stage	Individual ID	Clutch Completion	Date Egg	Culmen Length (mm)	Culmen Depth (mm)	Flipper Length (mm)	Body Mass (g)	Sex	Delta 15 N (o/oo)	Delta 13 C (o/oo)	Comments
FAKE123	966	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N484A1	Yes	2009-06-13	35.1	16.0	182	2442	MALE	9.90749	-23.84162	
FAKE123	967	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N484A2	Yes	2009-09-18	47.0	15.1	210	3636	MALE	9.88319	-23.0251	
FAKE123	968	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N485A1	Yes	2009-08-13	30.8	15.3	208	3474	MALE	8.23436	-25.56377	
FAKE123	969	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N485A2	Yes	2008-02-15	49.0	19.3	181	2831	FEMALE	7.34664	-25.3411	
FAKE123	970	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N486A1	Yes	2007-02-16	30.7	15.5	198	4672	MALE	7.57639	-25.03171	
FAKE123	971	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N486A2	Yes	2008-01-04	30.4	21.3	187	3485	FEMALE	9.14347	-25.73096	
FAKE123	972	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N487A1	Yes	2008-09-25	45.1	17.3	201	1976	FEMALE	7.29499	-23.50029	
FAKE123	973	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N487A2	Yes	2008-01-24	42.6	21.8	229	4703	FEMALE	9.64285	-24.28702	
FAKE123	974	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N488A1	Yes	2007-09-09	30.6	15.1	188	1175	FEMALE	7.13152	-23.60354	
FAKE123	975	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N488A2	No	2009-01-25	42.4	18.5	215	3155	FEMALE	9.6004	-24.87078	
FAKE123	976	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N489A1	Yes	2009-03-28	46.8	22.2	204	1923	MALE	7.61556	-23.97209	
FAKE123	977	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N489A2	Yes	2009-12-10	39.9	23.0	218	2835	FEMALE	7.1387	-23.68353	
FAKE123	978	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N490A1	Yes	2008-01-02	48.1	18.8	179	2137	FEMALE	8.76213	-25.92862	
FAKE123	979	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N490A2	Yes	2009-11-24	44.0	20.7	213	3930	MALE	7.81214	-24.90722	
FAKE123	980	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N491A1	Yes	2009-04-25	36.2	19.2	222	1497	MALE	9.80803	-25.61267	
FAKE123	981	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N491A2	Yes	2009-06-05	47.6	22.2	219	2341	FEMALE	7.59125	-24.38333	
FAKE123	982	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N492A1	Yes	2009-04-07	40.7	19.2	179	4409	MALE	7.06962	-24.09613	
FAKE123	983	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N492A2	Yes	2007-08-27	43.5	16.1	163	2722	MALE	9.29525	-25.06374	
FAKE123	984	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N493A1	Yes	2007-12-26	32.2	19.0	220	1629	FEMALE	9.5549	-23.08132	
FAKE123	985	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N493A2	Yes	2009-02-05	32.6	15.4	190	1475	MALE	7.45814	-26.26874	
FAKE123	986	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N494A1	Yes	2009-11-28	42.6	22.3	182	3527	FEMALE	7.97875	-25.96394	
FAKE123	987	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N494A2	Yes	2007-08-15	39.3	15.4	227	1795	MALE	8.11167	-23.12866	
FAKE123	988	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N495A1	Yes	2009-01-04	35.2	16.1	210	1123	MALE	8.94658	-23.43266	
FAKE123	989	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N495A2	Yes	2007-05-19	40.0	22.9	204	4210	MALE	8.17338	-26.3773	
FAKE123	990	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N496A1	Yes	2008-11-24	48.x1	19.3	208	4153	MALE	7.79207	-23.2506	
FAKE123	991	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N496A2	No	2009-06-24	34.5	21.8	167	4103	FEMALE	9.19494	-25.16252 	
FAKE123	992	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N497A1	No6	2009-07-08	43.2	22.2	194	1630	MALE	9.82734	-24.51276	
FAKE123	993	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N497A2	Yes	2007-11-07	48.9	16.6	224	3832	FEMALE	8.45654	-24.6283	
FAKE123	994	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N498A1	Yes	2008-02-02	40.1	21.4	229	2948	FEMALE	9.99289	-25.95811	
FAKE123	995	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N498A2	Yes	2009-04-26	45.6	20.4	206	4360	FEMALE	9.99305	-23.54852	
FAKE123	996	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N499A1	Yes	2009-03-02	31.9	18.0	189	3223	FEMALE	9.55015	-24.33119	
FAKE123	997	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N499A2	Yes	2007-02-04	46.2	21.1	178	4595	FEMALE	8.54719	-23.06201	
FAKE123	998	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N500A1	Yes	2007-12-19	34.8	15.9	165	3560	MALE	8.62295	-25.53662	
FAKE123	999	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N500A2	Yes	2009-07-07	40.9	21.5	177	1297	MALE	9.23215	-25.40588	
FAKE123	1000	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N501A1	Yes	2007-03-12	47.4	22.0	213	1459	MALE	8.90405	-25.01856	
